antecedents_str,consequents_str,rule_str,support,confidence,lift,leverage,conviction
"bas_de_gamme, ssd_2to+","brand_honor, ram_32go+","bas_de_gamme, ssd_2to+  →  brand_honor, ram_32go+",0.06,0.6,10.0,0.054,2.3499999999999996
"brand_honor, ram_32go+","bas_de_gamme, ssd_2to+","brand_honor, ram_32go+  →  bas_de_gamme, ssd_2to+",0.06,1.0,10.0,0.054,inf
"brand_honor, ram_32go+","normal, ssd_2to+","brand_honor, ram_32go+  →  normal, ssd_2to+",0.06,1.0,8.333333333333334,0.0528,inf
"normal, ssd_2to+","brand_honor, ram_32go+","normal, ssd_2to+  →  brand_honor, ram_32go+",0.06,0.5,8.333333333333334,0.0528,1.88
"bas_de_gamme, brand_honor","normal, ssd_2to+","bas_de_gamme, brand_honor  →  normal, ssd_2to+",0.06,1.0,8.333333333333334,0.0528,inf
"normal, ssd_2to+","bas_de_gamme, brand_honor","normal, ssd_2to+  →  bas_de_gamme, brand_honor",0.06,0.5,8.333333333333334,0.0528,1.88
brand_honor,"bas_de_gamme, ram_32go+, ssd_2to+","brand_honor  →  bas_de_gamme, ram_32go+, ssd_2to+",0.06,0.6,7.5,0.052,2.3
"bas_de_gamme, ram_32go+, ssd_2to+",brand_honor,"bas_de_gamme, ram_32go+, ssd_2to+  →  brand_honor",0.06,0.75,7.5,0.052,3.6
"bas_de_gamme, brand_honor","ram_32go+, ssd_2to+","bas_de_gamme, brand_honor  →  ram_32go+, ssd_2to+",0.06,1.0,7.142857142857142,0.05159999999999999,inf
"brand_honor, ram_32go+",ssd_2to+,"brand_honor, ram_32go+  →  ssd_2to+",0.06,1.0,6.25,0.0504,inf
"bas_de_gamme, brand_honor",ssd_2to+,"bas_de_gamme, brand_honor  →  ssd_2to+",0.06,1.0,6.25,0.0504,inf
"brand_honor, platform_aliexpress, ram_32go+",ssd_2to+,"brand_honor, platform_aliexpress, ram_32go+  →  ssd_2to+",0.06,1.0,6.25,0.0504,inf
"brand_honor, ram_32go+","platform_aliexpress, ssd_2to+","brand_honor, ram_32go+  →  platform_aliexpress, ssd_2to+",0.06,1.0,6.25,0.0504,inf
"bas_de_gamme, brand_honor, platform_aliexpress",ssd_2to+,"bas_de_gamme, brand_honor, platform_aliexpress  →  ssd_2to+",0.06,1.0,6.25,0.0504,inf
"bas_de_gamme, brand_honor","platform_aliexpress, ssd_2to+","bas_de_gamme, brand_honor  →  platform_aliexpress, ssd_2to+",0.06,1.0,6.25,0.0504,inf
"brand_honor, normal, ram_32go+",ssd_2to+,"brand_honor, normal, ram_32go+  →  ssd_2to+",0.06,1.0,6.25,0.0504,inf
"bas_de_gamme, brand_honor, ram_32go+",ssd_2to+,"bas_de_gamme, brand_honor, ram_32go+  →  ssd_2to+",0.06,1.0,6.25,0.0504,inf
"bas_de_gamme, brand_honor, normal",ssd_2to+,"bas_de_gamme, brand_honor, normal  →  ssd_2to+",0.06,1.0,6.25,0.0504,inf
"bas_de_gamme, ssd_2to+","brand_honor, normal","bas_de_gamme, ssd_2to+  →  brand_honor, normal",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
"bas_de_gamme, ssd_2to+","brand_honor, platform_aliexpress","bas_de_gamme, ssd_2to+  →  brand_honor, platform_aliexpress",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
"normal, ram_32go+, ssd_2to+",brand_honor,"normal, ram_32go+, ssd_2to+  →  brand_honor",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
"bas_de_gamme, ssd_2to+",brand_honor,"bas_de_gamme, ssd_2to+  →  brand_honor",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
brand_honor,"bas_de_gamme, ssd_2to+","brand_honor  →  bas_de_gamme, ssd_2to+",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
"bas_de_gamme, platform_aliexpress, ssd_2to+",brand_honor,"bas_de_gamme, platform_aliexpress, ssd_2to+  →  brand_honor",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
brand_honor,"normal, ram_32go+, ssd_2to+","brand_honor  →  normal, ram_32go+, ssd_2to+",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
"brand_honor, platform_aliexpress","bas_de_gamme, ssd_2to+","brand_honor, platform_aliexpress  →  bas_de_gamme, ssd_2to+",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
"bas_de_gamme, normal, ssd_2to+",brand_honor,"bas_de_gamme, normal, ssd_2to+  →  brand_honor",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
brand_honor,"bas_de_gamme, platform_aliexpress, ssd_2to+","brand_honor  →  bas_de_gamme, platform_aliexpress, ssd_2to+",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
brand_honor,"bas_de_gamme, normal, ssd_2to+","brand_honor  →  bas_de_gamme, normal, ssd_2to+",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
"brand_honor, normal","bas_de_gamme, ssd_2to+","brand_honor, normal  →  bas_de_gamme, ssd_2to+",0.06,0.6,5.999999999999999,0.049999999999999996,2.25
brand_honor,"normal, platform_aliexpress, ssd_2to+","brand_honor  →  normal, platform_aliexpress, ssd_2to+",0.06,0.6,5.0,0.048,2.1999999999999997
brand_honor,"normal, ssd_2to+","brand_honor  →  normal, ssd_2to+",0.06,0.6,5.0,0.048,2.1999999999999997
"brand_honor, platform_aliexpress","normal, ssd_2to+","brand_honor, platform_aliexpress  →  normal, ssd_2to+",0.06,0.6,5.0,0.048,2.1999999999999997
"normal, ssd_2to+",brand_honor,"normal, ssd_2to+  →  brand_honor",0.06,0.5,5.0,0.048,1.8
"normal, ssd_2to+","brand_honor, platform_aliexpress","normal, ssd_2to+  →  brand_honor, platform_aliexpress",0.06,0.5,5.0,0.048,1.8
"normal, platform_aliexpress, ssd_2to+",brand_honor,"normal, platform_aliexpress, ssd_2to+  →  brand_honor",0.06,0.5,5.0,0.048,1.8
brand_honor,"platform_aliexpress, ram_32go+, ssd_2to+","brand_honor  →  platform_aliexpress, ram_32go+, ssd_2to+",0.06,0.6,4.285714285714286,0.046,2.15
brand_honor,"ram_32go+, ssd_2to+","brand_honor  →  ram_32go+, ssd_2to+",0.06,0.6,4.285714285714286,0.046,2.15
"brand_honor, platform_aliexpress","ram_32go+, ssd_2to+","brand_honor, platform_aliexpress  →  ram_32go+, ssd_2to+",0.06,0.6,4.285714285714286,0.046,2.15
"brand_honor, normal","ram_32go+, ssd_2to+","brand_honor, normal  →  ram_32go+, ssd_2to+",0.06,0.6,4.285714285714286,0.046,2.15
brand_acer,"bas_de_gamme, ram_32go+, ssd_1to","brand_acer  →  bas_de_gamme, ram_32go+, ssd_1to",0.06,0.6,4.285714285714286,0.046,2.15
"bas_de_gamme, brand_huawei","ram_16go, ssd_512go","bas_de_gamme, brand_huawei  →  ram_16go, ssd_512go",0.06,0.75,4.166666666666667,0.0456,3.2800000000000002
"bas_de_gamme, brand_huawei","platform_aliexpress, ssd_512go","bas_de_gamme, brand_huawei  →  platform_aliexpress, ssd_512go",0.06,0.75,4.166666666666667,0.0456,3.2800000000000002
"brand_honor, ssd_2to+","bas_de_gamme, ram_32go+","brand_honor, ssd_2to+  →  bas_de_gamme, ram_32go+",0.06,1.0,4.166666666666667,0.0456,inf
"brand_huawei, ram_16go","platform_aliexpress, ssd_512go","brand_huawei, ram_16go  →  platform_aliexpress, ssd_512go",0.06,0.75,4.166666666666667,0.0456,3.2800000000000002
"brand_lenovo, ram_32go+","platform_aliexpress, ssd_1to","brand_lenovo, ram_32go+  →  platform_aliexpress, ssd_1to",0.06,1.0,3.846153846153846,0.044399999999999995,inf
"brand_lenovo, ram_32go+",ssd_1to,"brand_lenovo, ram_32go+  →  ssd_1to",0.06,1.0,3.846153846153846,0.044399999999999995,inf
"brand_lenovo, platform_aliexpress, ram_32go+",ssd_1to,"brand_lenovo, platform_aliexpress, ram_32go+  →  ssd_1to",0.06,1.0,3.846153846153846,0.044399999999999995,inf
"brand_honor, normal","platform_aliexpress, ssd_2to+","brand_honor, normal  →  platform_aliexpress, ssd_2to+",0.06,0.6,3.75,0.044,2.0999999999999996
"brand_honor, normal, platform_aliexpress",ssd_2to+,"brand_honor, normal, platform_aliexpress  →  ssd_2to+",0.06,0.6,3.75,0.044,2.0999999999999996
brand_honor,"platform_aliexpress, ssd_2to+","brand_honor  →  platform_aliexpress, ssd_2to+",0.06,0.6,3.75,0.044,2.0999999999999996
brand_honor,ssd_2to+,brand_honor  →  ssd_2to+,0.06,0.6,3.75,0.044,2.0999999999999996
"brand_honor, normal",ssd_2to+,"brand_honor, normal  →  ssd_2to+",0.06,0.6,3.75,0.044,2.0999999999999996
"brand_honor, platform_aliexpress",ssd_2to+,"brand_honor, platform_aliexpress  →  ssd_2to+",0.06,0.6,3.75,0.044,2.0999999999999996
brand_huawei,"platform_aliexpress, ram_16go, ssd_512go","brand_huawei  →  platform_aliexpress, ram_16go, ssd_512go",0.06,0.6,3.75,0.044,2.0999999999999996
brand_acer,"normal, ram_32go+, ssd_1to","brand_acer  →  normal, ram_32go+, ssd_1to",0.06,0.6,3.75,0.044,2.0999999999999996
"brand_acer, platform_aliexpress","bas_de_gamme, ssd_1to","brand_acer, platform_aliexpress  →  bas_de_gamme, ssd_1to",0.08,0.7999999999999999,3.6363636363636362,0.057999999999999996,3.899999999999999
brand_acer,"bas_de_gamme, normal, ssd_1to","brand_acer  →  bas_de_gamme, normal, ssd_1to",0.08,0.7999999999999999,3.6363636363636362,0.057999999999999996,3.899999999999999
brand_acer,"bas_de_gamme, ssd_1to","brand_acer  →  bas_de_gamme, ssd_1to",0.08,0.7999999999999999,3.6363636363636362,0.057999999999999996,3.899999999999999
brand_acer,"bas_de_gamme, platform_aliexpress, ssd_1to","brand_acer  →  bas_de_gamme, platform_aliexpress, ssd_1to",0.08,0.7999999999999999,3.6363636363636362,0.057999999999999996,3.899999999999999
"brand_acer, normal","bas_de_gamme, ssd_1to","brand_acer, normal  →  bas_de_gamme, ssd_1to",0.08,0.7999999999999999,3.6363636363636362,0.057999999999999996,3.899999999999999
"brand_huawei, ssd_512go","bas_de_gamme, ram_16go","brand_huawei, ssd_512go  →  bas_de_gamme, ram_16go",0.06,1.0,3.571428571428571,0.043199999999999995,inf
"bas_de_gamme, brand_huawei, ram_16go",ssd_512go,"bas_de_gamme, brand_huawei, ram_16go  →  ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"bas_de_gamme, brand_huawei, normal",ssd_512go,"bas_de_gamme, brand_huawei, normal  →  ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"brand_acer, ram_32go+","bas_de_gamme, ssd_1to","brand_acer, ram_32go+  →  bas_de_gamme, ssd_1to",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"bas_de_gamme, brand_huawei","normal, ssd_512go","bas_de_gamme, brand_huawei  →  normal, ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"brand_huawei, ram_16go","bas_de_gamme, ssd_512go","brand_huawei, ram_16go  →  bas_de_gamme, ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"brand_huawei, platform_aliexpress, ram_16go",ssd_512go,"brand_huawei, platform_aliexpress, ram_16go  →  ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"brand_huawei, ram_16go",ssd_512go,"brand_huawei, ram_16go  →  ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"bas_de_gamme, brand_huawei",ssd_512go,"bas_de_gamme, brand_huawei  →  ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"brand_huawei, ram_16go","normal, ssd_512go","brand_huawei, ram_16go  →  normal, ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"brand_huawei, normal, ram_16go",ssd_512go,"brand_huawei, normal, ram_16go  →  ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"bas_de_gamme, brand_huawei, platform_aliexpress",ssd_512go,"bas_de_gamme, brand_huawei, platform_aliexpress  →  ssd_512go",0.06,0.75,3.409090909090909,0.04239999999999999,3.12
"brand_huawei, platform_aliexpress","ram_16go, ssd_512go","brand_huawei, platform_aliexpress  →  ram_16go, ssd_512go",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
brand_huawei,"ram_16go, ssd_512go","brand_huawei  →  ram_16go, ssd_512go",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
"brand_acer, platform_aliexpress","ram_32go+, ssd_1to","brand_acer, platform_aliexpress  →  ram_32go+, ssd_1to",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
brand_acer,"platform_aliexpress, ram_32go+, ssd_1to","brand_acer  →  platform_aliexpress, ram_32go+, ssd_1to",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
brand_acer,"ram_32go+, ssd_1to","brand_acer  →  ram_32go+, ssd_1to",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
brand_huawei,"normal, platform_aliexpress, ssd_512go","brand_huawei  →  normal, platform_aliexpress, ssd_512go",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
brand_huawei,"platform_aliexpress, ssd_512go","brand_huawei  →  platform_aliexpress, ssd_512go",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
"bas_de_gamme, brand_huawei","platform_aliexpress, ram_16go","bas_de_gamme, brand_huawei  →  platform_aliexpress, ram_16go",0.08,1.0,3.3333333333333335,0.056,inf
brand_huawei,"normal, ram_16go, ssd_512go","brand_huawei  →  normal, ram_16go, ssd_512go",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
brand_huawei,"bas_de_gamme, platform_aliexpress, ssd_512go","brand_huawei  →  bas_de_gamme, platform_aliexpress, ssd_512go",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
"bas_de_gamme, brand_acer","ram_32go+, ssd_1to","bas_de_gamme, brand_acer  →  ram_32go+, ssd_1to",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
"brand_lenovo, platform_aliexpress","ram_32go+, ssd_1to","brand_lenovo, platform_aliexpress  →  ram_32go+, ssd_1to",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
"brand_huawei, normal","ram_16go, ssd_512go","brand_huawei, normal  →  ram_16go, ssd_512go",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
"brand_huawei, normal","platform_aliexpress, ssd_512go","brand_huawei, normal  →  platform_aliexpress, ssd_512go",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
brand_huawei,"bas_de_gamme, ram_16go, ssd_512go","brand_huawei  →  bas_de_gamme, ram_16go, ssd_512go",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
"brand_huawei, ssd_512go","platform_aliexpress, ram_16go","brand_huawei, ssd_512go  →  platform_aliexpress, ram_16go",0.06,1.0,3.3333333333333335,0.041999999999999996,inf
"brand_acer, normal","ram_32go+, ssd_1to","brand_acer, normal  →  ram_32go+, ssd_1to",0.06,0.6,3.3333333333333335,0.041999999999999996,2.05
"bas_de_gamme, brand_acer","normal, ssd_1to","bas_de_gamme, brand_acer  →  normal, ssd_1to",0.08,0.7999999999999999,3.333333333333333,0.056,3.799999999999999
"brand_acer, platform_aliexpress","normal, ssd_1to","brand_acer, platform_aliexpress  →  normal, ssd_1to",0.08,0.7999999999999999,3.333333333333333,0.056,3.799999999999999
brand_acer,"normal, platform_aliexpress, ssd_1to","brand_acer  →  normal, platform_aliexpress, ssd_1to",0.08,0.7999999999999999,3.333333333333333,0.056,3.799999999999999
brand_acer,"normal, ssd_1to","brand_acer  →  normal, ssd_1to",0.08,0.7999999999999999,3.333333333333333,0.056,3.799999999999999
"brand_acer, platform_aliexpress","bas_de_gamme, ram_32go+","brand_acer, platform_aliexpress  →  bas_de_gamme, ram_32go+",0.08,0.7999999999999999,3.333333333333333,0.056,3.799999999999999
"brand_acer, normal","bas_de_gamme, ram_32go+","brand_acer, normal  →  bas_de_gamme, ram_32go+",0.08,0.7999999999999999,3.333333333333333,0.056,3.799999999999999
brand_acer,"bas_de_gamme, ram_32go+","brand_acer  →  bas_de_gamme, ram_32go+",0.08,0.7999999999999999,3.333333333333333,0.056,3.799999999999999
brand_acer,"bas_de_gamme, platform_aliexpress, ram_32go+","brand_acer  →  bas_de_gamme, platform_aliexpress, ram_32go+",0.08,0.7999999999999999,3.333333333333333,0.056,3.799999999999999
brand_acer,"bas_de_gamme, normal, ram_32go+","brand_acer  →  bas_de_gamme, normal, ram_32go+",0.08,0.7999999999999999,3.333333333333333,0.056,3.799999999999999
"bas_de_gamme, ram_16go","platform_aliexpress, ssd_512go","bas_de_gamme, ram_16go  →  platform_aliexpress, ssd_512go",0.16,0.5714285714285714,3.1746031746031744,0.1096,1.9133333333333333
"platform_aliexpress, ssd_512go","bas_de_gamme, ram_16go","platform_aliexpress, ssd_512go  →  bas_de_gamme, ram_16go",0.16,0.888888888888889,3.1746031746031744,0.1096,6.480000000000003
"bas_de_gamme, brand_huawei, normal",ram_16go,"bas_de_gamme, brand_huawei, normal  →  ram_16go",0.08,1.0,3.125,0.054400000000000004,inf
"bas_de_gamme, brand_huawei","normal, ram_16go","bas_de_gamme, brand_huawei  →  normal, ram_16go",0.08,1.0,3.125,0.054400000000000004,inf
"brand_acer, ssd_1to","bas_de_gamme, ram_32go+","brand_acer, ssd_1to  →  bas_de_gamme, ram_32go+",0.06,0.75,3.125,0.0408,3.04
"brand_huawei, ssd_512go","normal, ram_16go","brand_huawei, ssd_512go  →  normal, ram_16go",0.06,1.0,3.125,0.0408,inf
"brand_huawei, normal, ssd_512go",ram_16go,"brand_huawei, normal, ssd_512go  →  ram_16go",0.06,1.0,3.125,0.0408,inf
"brand_acer, ram_32go+","normal, ssd_1to","brand_acer, ram_32go+  →  normal, ssd_1to",0.06,0.75,3.125,0.0408,3.04
"bas_de_gamme, brand_huawei, ssd_512go",ram_16go,"bas_de_gamme, brand_huawei, ssd_512go  →  ram_16go",0.06,1.0,3.125,0.0408,inf
"brand_huawei, ssd_512go",ram_16go,"brand_huawei, ssd_512go  →  ram_16go",0.06,1.0,3.125,0.0408,inf
"bas_de_gamme, brand_huawei",ram_16go,"bas_de_gamme, brand_huawei  →  ram_16go",0.08,1.0,3.125,0.054400000000000004,inf
"brand_honor, ssd_2to+","normal, ram_32go+","brand_honor, ssd_2to+  →  normal, ram_32go+",0.06,1.0,3.125,0.0408,inf
"bas_de_gamme, brand_honor","normal, ram_32go+","bas_de_gamme, brand_honor  →  normal, ram_32go+",0.06,1.0,3.125,0.0408,inf
"brand_huawei, platform_aliexpress, ssd_512go",ram_16go,"brand_huawei, platform_aliexpress, ssd_512go  →  ram_16go",0.06,1.0,3.125,0.0408,inf
"bas_de_gamme, brand_huawei, platform_aliexpress",ram_16go,"bas_de_gamme, brand_huawei, platform_aliexpress  →  ram_16go",0.08,1.0,3.125,0.054400000000000004,inf
"bas_de_gamme, brand_acer","platform_aliexpress, ssd_1to","bas_de_gamme, brand_acer  →  platform_aliexpress, ssd_1to",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
brand_acer,ssd_1to,brand_acer  →  ssd_1to,0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
brand_huawei,"bas_de_gamme, platform_aliexpress, ram_16go","brand_huawei  →  bas_de_gamme, platform_aliexpress, ram_16go",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
"bas_de_gamme, brand_acer",ssd_1to,"bas_de_gamme, brand_acer  →  ssd_1to",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
"brand_acer, normal","platform_aliexpress, ssd_1to","brand_acer, normal  →  platform_aliexpress, ssd_1to",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
"bas_de_gamme, brand_acer, normal",ssd_1to,"bas_de_gamme, brand_acer, normal  →  ssd_1to",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
brand_acer,"platform_aliexpress, ssd_1to","brand_acer  →  platform_aliexpress, ssd_1to",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
"brand_acer, normal",ssd_1to,"brand_acer, normal  →  ssd_1to",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
"brand_acer, normal, platform_aliexpress",ssd_1to,"brand_acer, normal, platform_aliexpress  →  ssd_1to",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
"bas_de_gamme, brand_acer, platform_aliexpress",ssd_1to,"bas_de_gamme, brand_acer, platform_aliexpress  →  ssd_1to",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
"brand_acer, platform_aliexpress",ssd_1to,"brand_acer, platform_aliexpress  →  ssd_1to",0.08,0.7999999999999999,3.0769230769230766,0.054,3.699999999999999
"bas_de_gamme, normal, ram_16go",ssd_512go,"bas_de_gamme, normal, ram_16go  →  ssd_512go",0.18,0.6428571428571428,2.922077922077922,0.11839999999999998,2.1839999999999997
"bas_de_gamme, ram_16go","normal, ssd_512go","bas_de_gamme, ram_16go  →  normal, ssd_512go",0.18,0.6428571428571428,2.922077922077922,0.11839999999999998,2.1839999999999997
"bas_de_gamme, ram_16go",ssd_512go,"bas_de_gamme, ram_16go  →  ssd_512go",0.18,0.6428571428571428,2.922077922077922,0.11839999999999998,2.1839999999999997
ssd_512go,"bas_de_gamme, normal, ram_16go","ssd_512go  →  bas_de_gamme, normal, ram_16go",0.18,0.8181818181818181,2.9220779220779214,0.11839999999999998,3.9599999999999986
ssd_512go,"bas_de_gamme, ram_16go","ssd_512go  →  bas_de_gamme, ram_16go",0.18,0.8181818181818181,2.9220779220779214,0.11839999999999998,3.9599999999999986
"normal, ssd_512go","bas_de_gamme, ram_16go","normal, ssd_512go  →  bas_de_gamme, ram_16go",0.18,0.8181818181818181,2.9220779220779214,0.11839999999999998,3.9599999999999986
"brand_acer, ram_32go+","platform_aliexpress, ssd_1to","brand_acer, ram_32go+  →  platform_aliexpress, ssd_1to",0.06,0.75,2.8846153846153846,0.0392,2.96
"brand_acer, normal, ram_32go+",ssd_1to,"brand_acer, normal, ram_32go+  →  ssd_1to",0.06,0.75,2.8846153846153846,0.0392,2.96
"brand_acer, platform_aliexpress, ram_32go+",ssd_1to,"brand_acer, platform_aliexpress, ram_32go+  →  ssd_1to",0.06,0.75,2.8846153846153846,0.0392,2.96
"bas_de_gamme, brand_acer, ram_32go+",ssd_1to,"bas_de_gamme, brand_acer, ram_32go+  →  ssd_1to",0.06,0.75,2.8846153846153846,0.0392,2.96
"brand_acer, ram_32go+",ssd_1to,"brand_acer, ram_32go+  →  ssd_1to",0.06,0.75,2.8846153846153846,0.0392,2.96
"brand_huawei, normal","bas_de_gamme, ram_16go","brand_huawei, normal  →  bas_de_gamme, ram_16go",0.08,0.7999999999999999,2.8571428571428568,0.052,3.5999999999999988
brand_huawei,"bas_de_gamme, normal, ram_16go","brand_huawei  →  bas_de_gamme, normal, ram_16go",0.08,0.7999999999999999,2.8571428571428568,0.052,3.5999999999999988
brand_huawei,"bas_de_gamme, ram_16go","brand_huawei  →  bas_de_gamme, ram_16go",0.08,0.7999999999999999,2.8571428571428568,0.052,3.5999999999999988
"brand_huawei, platform_aliexpress","bas_de_gamme, ram_16go","brand_huawei, platform_aliexpress  →  bas_de_gamme, ram_16go",0.08,0.7999999999999999,2.8571428571428568,0.052,3.5999999999999988
"bas_de_gamme, platform_aliexpress, ram_16go",ssd_512go,"bas_de_gamme, platform_aliexpress, ram_16go  →  ssd_512go",0.16,0.6153846153846154,2.7972027972027975,0.1028,2.0280000000000005
ssd_512go,"bas_de_gamme, platform_aliexpress, ram_16go","ssd_512go  →  bas_de_gamme, platform_aliexpress, ram_16go",0.16,0.7272727272727273,2.797202797202797,0.1028,2.7133333333333334
"platform_aliexpress, ssd_512go","normal, ram_16go","platform_aliexpress, ssd_512go  →  normal, ram_16go",0.16,0.888888888888889,2.777777777777778,0.1024,6.120000000000003
"normal, platform_aliexpress, ssd_512go",ram_16go,"normal, platform_aliexpress, ssd_512go  →  ram_16go",0.16,0.888888888888889,2.777777777777778,0.1024,6.120000000000003
"platform_aliexpress, ssd_512go",ram_16go,"platform_aliexpress, ssd_512go  →  ram_16go",0.16,0.888888888888889,2.777777777777778,0.1024,6.120000000000003
"normal, ssd_2to+","bas_de_gamme, ram_32go+","normal, ssd_2to+  →  bas_de_gamme, ram_32go+",0.08,0.6666666666666667,2.777777777777778,0.0512,2.2800000000000007
"bas_de_gamme, platform_aliexpress, ssd_512go",ram_16go,"bas_de_gamme, platform_aliexpress, ssd_512go  →  ram_16go",0.16,0.888888888888889,2.777777777777778,0.1024,6.120000000000003
ram_16go,"bas_de_gamme, platform_aliexpress, ssd_512go","ram_16go  →  bas_de_gamme, platform_aliexpress, ssd_512go",0.16,0.5,2.7777777777777777,0.1024,1.6400000000000001
ram_16go,"normal, platform_aliexpress, ssd_512go","ram_16go  →  normal, platform_aliexpress, ssd_512go",0.16,0.5,2.7777777777777777,0.1024,1.6400000000000001
"normal, ram_16go","platform_aliexpress, ssd_512go","normal, ram_16go  →  platform_aliexpress, ssd_512go",0.16,0.5,2.7777777777777777,0.1024,1.6400000000000001
brand_lenovo,"platform_aliexpress, ram_32go+, ssd_1to","brand_lenovo  →  platform_aliexpress, ram_32go+, ssd_1to",0.06,0.5,2.7777777777777777,0.038400000000000004,1.6400000000000001
ram_16go,"platform_aliexpress, ssd_512go","ram_16go  →  platform_aliexpress, ssd_512go",0.16,0.5,2.7777777777777777,0.1024,1.6400000000000001
brand_lenovo,"ram_32go+, ssd_1to","brand_lenovo  →  ram_32go+, ssd_1to",0.06,0.5,2.7777777777777777,0.038400000000000004,1.6400000000000001
"brand_huawei, normal","bas_de_gamme, ssd_512go","brand_huawei, normal  →  bas_de_gamme, ssd_512go",0.06,0.6,2.727272727272727,0.03799999999999999,1.95
"brand_huawei, platform_aliexpress",ssd_512go,"brand_huawei, platform_aliexpress  →  ssd_512go",0.06,0.6,2.727272727272727,0.03799999999999999,1.95
"brand_huawei, platform_aliexpress","bas_de_gamme, ssd_512go","brand_huawei, platform_aliexpress  →  bas_de_gamme, ssd_512go",0.06,0.6,2.727272727272727,0.03799999999999999,1.95
brand_huawei,"bas_de_gamme, ssd_512go","brand_huawei  →  bas_de_gamme, ssd_512go",0.06,0.6,2.727272727272727,0.03799999999999999,1.95
brand_huawei,"bas_de_gamme, normal, ssd_512go","brand_huawei  →  bas_de_gamme, normal, ssd_512go",0.06,0.6,2.727272727272727,0.03799999999999999,1.95
"brand_huawei, normal, platform_aliexpress",ssd_512go,"brand_huawei, normal, platform_aliexpress  →  ssd_512go",0.06,0.6,2.727272727272727,0.03799999999999999,1.95
brand_huawei,ssd_512go,brand_huawei  →  ssd_512go,0.06,0.6,2.727272727272727,0.03799999999999999,1.95
"brand_huawei, platform_aliexpress","normal, ssd_512go","brand_huawei, platform_aliexpress  →  normal, ssd_512go",0.06,0.6,2.727272727272727,0.03799999999999999,1.95
"brand_huawei, normal",ssd_512go,"brand_huawei, normal  →  ssd_512go",0.06,0.6,2.727272727272727,0.03799999999999999,1.95
